"base_file_name","base_SMILES","base_stoichiometry","base_number_of_atoms","base_charge","base_multiplicity","base_convergence_criteria","base_dipole","base_molar_mass","base_molar_volume","base_electronic_spatial_extent","base_homo_energy","base_lumo_energy","base_electronegativity","base_hardness","base_electrophilicity","base_E_scf","base_zero_point_correction","base_E_thermal_correction","base_H_thermal_correction","base_G_thermal_correction","base_E_zpe","base_E","base_H","base_G","base_ES_root_dipole","base_ES_root_molar_volume","base_ES_root_electronic_spatial_extent","base_ES1_transition","base_ES1_osc_strength","base_ES1_<S**2>","base_ES2_transition","base_ES2_osc_strength","base_ES2_<S**2>","base_ES3_transition","base_ES3_osc_strength","base_ES3_<S**2>","base_ES4_transition","base_ES4_osc_strength","base_ES4_<S**2>","base_ES5_transition","base_ES5_osc_strength","base_ES5_<S**2>","base_ES6_transition","base_ES6_osc_strength","base_ES6_<S**2>","base_ES7_transition","base_ES7_osc_strength","base_ES7_<S**2>","base_ES8_transition","base_ES8_osc_strength","base_ES8_<S**2>","base_ES9_transition","base_ES9_osc_strength","base_ES9_<S**2>","base_ES10_transition","base_ES10_osc_strength","base_ES10_<S**2>","base_atom1_atom","base_atom1_Mulliken_charge","base_atom1_APT_charge","base_atom1_NPA_charge","base_atom1_NPA_core","base_atom1_NPA_valence","base_atom1_NPA_Rydberg","base_atom1_NPA_total","base_atom1_NMR_shift","base_atom1_NMR_anisotropy","base_atom1_ES_root_Mulliken_charge","base_atom1_ES_root_NPA_charge","base_atom1_ES_root_NPA_core","base_atom1_ES_root_NPA_valence","base_atom1_ES_root_NPA_Rydberg","base_atom1_ES_root_NPA_total","base_c_min_atom_number","base_c_min_atom","base_c_min_atom=N","base_c_min_Mulliken_charge","base_c_min_APT_charge","base_c_min_NPA_charge","base_c_min_NPA_core","base_c_min_NPA_valence","base_c_min_NPA_Rydberg","base_c_min_NPA_total","base_c_min_NMR_shift","base_c_min_NMR_anisotropy","base_c_min_ES_root_Mulliken_charge","base_c_min_ES_root_NPA_charge","base_c_min_ES_root_NPA_core","base_c_min_ES_root_NPA_valence","base_c_min_ES_root_NPA_Rydberg","base_c_min_ES_root_NPA_total","base_c_min+1_atom_number","base_c_min+1_atom","base_c_min+1_atom=C","base_c_min+1_atom=N","base_c_min+1_Mulliken_charge","base_c_min+1_APT_charge","base_c_min+1_NPA_charge","base_c_min+1_NPA_core","base_c_min+1_NPA_valence","base_c_min+1_NPA_Rydberg","base_c_min+1_NPA_total","base_c_min+1_NMR_shift","base_c_min+1_NMR_anisotropy","base_c_min+1_ES_root_Mulliken_charge","base_c_min+1_ES_root_NPA_charge","base_c_min+1_ES_root_NPA_core","base_c_min+1_ES_root_NPA_valence","base_c_min+1_ES_root_NPA_Rydberg","base_c_min+1_ES_root_NPA_total","base_c_max_atom_number","base_c_max_atom","base_c_max_atom=H","base_c_max_atom=C","base_c_max_atom=P","base_c_max_Mulliken_charge","base_c_max_APT_charge","base_c_max_NPA_charge","base_c_max_NPA_core","base_c_max_NPA_valence","base_c_max_NPA_Rydberg","base_c_max_NPA_total","base_c_max_NMR_shift","base_c_max_NMR_anisotropy","base_c_max_ES_root_Mulliken_charge","base_c_max_ES_root_NPA_charge","base_c_max_ES_root_NPA_core","base_c_max_ES_root_NPA_valence","base_c_max_ES_root_NPA_Rydberg","base_c_max_ES_root_NPA_total","base_c_max-1_atom_number","base_c_max-1_atom","base_c_max-1_atom=H","base_c_max-1_atom=C","base_c_max-1_Mulliken_charge","base_c_max-1_APT_charge","base_c_max-1_NPA_charge","base_c_max-1_NPA_core","base_c_max-1_NPA_valence","base_c_max-1_NPA_Rydberg","base_c_max-1_NPA_total","base_c_max-1_NMR_shift","base_c_max-1_NMR_anisotropy","base_c_max-1_ES_root_Mulliken_charge","base_c_max-1_ES_root_NPA_charge","base_c_max-1_ES_root_NPA_core","base_c_max-1_ES_root_NPA_valence","base_c_max-1_ES_root_NPA_Rydberg","base_c_max-1_ES_root_NPA_total","base_atom1_%VBur","base_c_min_%VBur","base_c_min+1_%VBur","base_c_max_%VBur","base_c_max-1_%VBur"
"base_4_conf10123","CCN(CC)CC","C6H15N",22,0,1,"met",0.5517,101.1912,1224.797,1018.3106,-0.19847,0.08284,0.057815000000000005,0.140655,0.140655,-292.415024209,0.207004,0.216454,0.217398,0.172763,-292.20802,-292.19857,-292.197626,-292.242261,1.5074,1294.785,1028.2709,"186.90","0.0158","0.000","170.29","0.0146","0.000","162.69","0.0026","0.000","156.96","0.0230","0.000","146.46","0.0098","0.000","145.15","0.0302","0.000","144.03","0.0276","0.000","138.87","0.0007","0.000","136.82","0.0456","0.000","132.09","0.0251","0.000","N1","-0.370046","-0.664260","-0.52132","1.99945","5.50668","0.01519","7.52132","209.4972","51.2923","-0.194333","-0.03195","1.99932","5.02341","0.00923","7.03195","3","N",1,"-0.370046","-0.664260","-0.52132","1.99945","5.50668","0.01519","7.52132","209.4972","51.2923","-0.194333","-0.03195","1.99932","5.02341","0.00923","7.03195","5","C",1,0,"-0.457310","-0.005611","-0.70126","1.99946","4.69501","0.00679","6.70126","183.5649","9.3553","-0.352609","-0.68868","1.99940","4.67775","0.01153","6.68868","9","H",1,0,0,"0.155064","-0.012349","0.23406","0.00000","0.76422","0.00172","0.76594","31.2103","8.4078","0.130556","0.22035","0.00000","0.77207","0.00758","0.77965","22","H",1,0,"0.152851","-0.016738","0.23276","0.00000","0.76561","0.00163","0.76724","31.1521","8.1398","0.150601","0.23019","0.00000","0.76501","0.00480","0.76981",0.7337504865123798,0.7337504865123798,0.47426723750785904,0.3698392263704679,0.35705517798868297
"base_4_conf11123","CCN(CC)CC","C6H15N",22,0,1,"met",0.5513,101.1912,1137.358,1018.2958,-0.19846,0.08284,0.05781,0.14065,0.14065,-292.415024125,0.207004,0.216454,0.217398,0.172762,-292.208021,-292.19857,-292.197626,-292.242262,1.508,1294.839,1028.2567,"186.91","0.0158","0.000","170.29","0.0146","0.000","162.71","0.0026","0.000","156.97","0.0230","0.000","146.46","0.0098","0.000","145.15","0.0302","0.000","144.04","0.0276","0.000","138.87","0.0007","0.000","136.82","0.0457","0.000","132.10","0.0250","0.000","N1","-0.370050","-0.664283","-0.52133","1.99945","5.50668","0.01519","7.52133","209.4959","51.2925","-0.194344","-0.03196","1.99932","5.02341","0.00923","7.03196","3","N",1,"-0.370050","-0.664283","-0.52133","1.99945","5.50668","0.01519","7.52133","209.4959","51.2925","-0.194344","-0.03196","1.99932","5.02341","0.00923","7.03196","7","C",1,0,"-0.457304","-0.005612","-0.70125","1.99946","4.69501","0.00679","6.70125","183.5621","9.3524","-0.352603","-0.68868","1.99940","4.67775","0.01153","6.68868","17","H",1,0,0,"0.155061","-0.012349","0.23406","0.00000","0.76422","0.00172","0.76594","31.2103","8.4076","0.130552","0.22035","0.00000","0.77207","0.00758","0.77965","9","H",1,0,"0.152856","-0.016732","0.23277","0.00000","0.76560","0.00163","0.76723","31.1524","8.1402","0.150608","0.23020","0.00000","0.76501","0.00479","0.76980",0.7336606688422501,0.7336606688422501,0.47426723750785904,0.3698691655938445,0.357115056435436
"base_4_conf1123","CCN(CC)CC","C6H15N",22,0,1,"met",0.4305,101.1912,1196.792,976.9742,-0.19109,0.0783,0.05639500000000001,0.134695,0.134695,-292.412693543,0.206959,0.21641,0.217354,0.172935,-292.205734,-292.196284,-292.195339,-292.239758,1.4643,1384.86,985.9853,"196.16","0.0122","0.000","172.05","0.0057","0.000","166.94","0.0051","0.000","165.32","0.0183","0.000","153.54","0.0205","0.000","150.23","0.0055","0.000","146.25","0.0121","0.000","143.46","0.0103","0.000","139.33","0.0685","0.000","137.48","0.0317","0.000","N1","-0.365101","-0.689281","-0.52187","1.99944","5.50829","0.01413","7.52187","217.8208","45.7649","-0.201729","-0.03814","1.99937","5.02939","0.00939","7.03814","3","N",1,"-0.365101","-0.689281","-0.52187","1.99944","5.50829","0.01413","7.52187","217.8208","45.7649","-0.201729","-0.03814","1.99937","5.02939","0.00939","7.03814","7","C",1,0,"-0.451479","-0.004940","-0.69471","1.99945","4.68858","0.00668","6.69471","174.7636","17.5920","-0.405063","-0.68505","1.99940","4.67556","0.01009","6.68505","9","H",1,0,0,"0.153343","-0.016394","0.23278","0.00000","0.76555","0.00167","0.76722","31.2198","8.5539","0.120765","0.21392","0.00000","0.77530","0.01078","0.78608","22","H",1,0,"0.146936","-0.016636","0.22543","0.00000","0.77377","0.00080","0.77457","30.7731","5.6978","0.129904","0.21266","0.00000","0.77163","0.01570","0.78734",0.7282117301877189,0.7282117301877189,0.47453669051824793,0.37010867938085684,0.42513697194694766
"base_4_conf12123","CCN(CC)CC","C6H15N",22,0,1,"met",0.4305,101.1912,1059.997,976.9764,-0.19109,0.0783,0.05639500000000001,0.134695,0.134695,-292.412693546,0.206959,0.21641,0.217354,0.172935,-292.205734,-292.196284,-292.195339,-292.239759,1.464,1265.158,985.9872,"196.16","0.0122","0.000","172.05","0.0057","0.000","166.94","0.0051","0.000","165.32","0.0183","0.000","153.55","0.0205","0.000","150.23","0.0056","0.000","146.25","0.0121","0.000","143.46","0.0103","0.000","139.33","0.0685","0.000","137.48","0.0317","0.000","N1","-0.365099","-0.689284","-0.52187","1.99944","5.50829","0.01413","7.52187","217.8188","45.7592","-0.201723","-0.03814","1.99937","5.02939","0.00939","7.03814","3","N",1,"-0.365099","-0.689284","-0.52187","1.99944","5.50829","0.01413","7.52187","217.8188","45.7592","-0.201723","-0.03814","1.99937","5.02939","0.00939","7.03814","1","C",1,0,"-0.451479","-0.004940","-0.69471","1.99945","4.68858","0.00668","6.69471","174.7619","17.5915","-0.405067","-0.68505","1.99940","4.67556","0.01009","6.68505","17","H",1,0,0,"0.153341","-0.016395","0.23278","0.00000","0.76555","0.00167","0.76722","31.2199","8.5539","0.120768","0.21393","0.00000","0.77530","0.01078","0.78607","9","H",1,0,"0.146935","-0.016640","0.22543","0.00000","0.77377","0.00080","0.77457","30.7733","5.6980","0.129900","0.21266","0.00000","0.77163","0.01571","0.78734",0.7280320948474596,0.7280320948474596,0.474596568965001,0.37010867938085684,0.4252866680638304
"base_4_conf13123","CCN(CC)CC","C6H15N",22,0,1,"met",0.4305,101.1912,991.646,976.9685,-0.19109,0.0783,0.05639500000000001,0.134695,0.134695,-292.412693544,0.206959,0.21641,0.217354,0.172936,-292.205734,-292.196284,-292.195339,-292.239758,1.4642,1282.3,985.9801,"196.16","0.0122","0.000","172.05","0.0057","0.000","166.95","0.0051","0.000","165.32","0.0182","0.000","153.54","0.0206","0.000","150.23","0.0055","0.000","146.25","0.0121","0.000","143.46","0.0103","0.000","139.33","0.0685","0.000","137.48","0.0317","0.000","N1","-0.365102","-0.689289","-0.52187","1.99944","5.50829","0.01413","7.52187","217.8230","45.7573","-0.201731","-0.03814","1.99937","5.02939","0.00939","7.03814","3","N",1,"-0.365102","-0.689289","-0.52187","1.99944","5.50829","0.01413","7.52187","217.8230","45.7573","-0.201731","-0.03814","1.99937","5.02939","0.00939","7.03814","7","C",1,0,"-0.451475","-0.004945","-0.69471","1.99945","4.68858","0.00668","6.69471","174.7654","17.5869","-0.405040","-0.68505","1.99940","4.67557","0.01009","6.68505","15","H",1,0,0,"0.153342","-0.016397","0.23278","0.00000","0.76555","0.00167","0.76722","31.2197","8.5540","0.120759","0.21392","0.00000","0.77530","0.01078","0.78608","20","H",1,0,"0.146936","-0.016636","0.22543","0.00000","0.77377","0.00080","0.77457","30.7733","5.6979","0.129895","0.21266","0.00000","0.77163","0.01571","0.78734",0.7282117301877189,0.7282117301877189,0.47468638663513063,0.37013861860423336,0.4252267896170773
"base_4_conf14123","CCN(CC)CC","C6H15N",22,0,1,"met",0.5516,101.1912,1154.739,1018.3038,-0.19847,0.08283,0.05782,0.14065,0.14065,-292.415024223,0.207004,0.216454,0.217399,0.172764,-292.20802,-292.19857,-292.197626,-292.24226,1.5082,1382.188,1028.2648,"186.90","0.0158","0.000","170.30","0.0146","0.000","162.69","0.0026","0.000","156.96","0.0230","0.000","146.46","0.0098","0.000","145.15","0.0302","0.000","144.03","0.0275","0.000","138.87","0.0007","0.000","136.82","0.0456","0.000","132.09","0.0248","0.000","N1","-0.370054","-0.664270","-0.52132","1.99945","5.50668","0.01519","7.52132","209.4981","51.3022","-0.194352","-0.03195","1.99932","5.02341","0.00923","7.03195","3","N",1,"-0.370054","-0.664270","-0.52132","1.99945","5.50668","0.01519","7.52132","209.4981","51.3022","-0.194352","-0.03195","1.99932","5.02341","0.00923","7.03195","1","C",1,0,"-0.457310","-0.005607","-0.70126","1.99946","4.69501","0.00679","6.70126","183.5640","9.3517","-0.352590","-0.68869","1.99940","4.67775","0.01153","6.68869","15","H",1,0,0,"0.155067","-0.012345","0.23406","0.00000","0.76422","0.00172","0.76594","31.2102","8.4081","0.130542","0.22035","0.00000","0.77207","0.00758","0.77965","20","H",1,0,"0.152850","-0.016738","0.23276","0.00000","0.76561","0.00163","0.76724","31.1522","8.1398","0.150612","0.23020","0.00000","0.76501","0.00479","0.76980",0.7337804257357564,0.7337804257357564,0.47426723750785904,0.36989910481722105,0.35705517798868297
"base_4_conf15123","CCN(CC)CC","C6H15N",22,0,1,"met",0.5203,101.1912,1196.561,1007.1168,-0.19877,0.07757,0.0606,0.13817000000000002,0.13817000000000002,-292.414751071,0.20722,0.21657,0.217514,0.17323,-292.207532,-292.198181,-292.197237,-292.241521,1.1579,1264.936,1017.3428,"190.78","0.0079","0.000","165.91","0.0232","0.000","162.61","0.0131","0.000","157.48","0.0218","0.000","146.87","0.0198","0.000","146.09","0.0166","0.000","140.58","0.0000","0.000","137.61","0.0158","0.000","134.26","0.0005","0.000","132.88","0.0056","0.000","N1","-0.378302","-0.656734","-0.51702","1.99946","5.50284","0.01473","7.51702","209.3509","68.9346","-0.203733","-0.02583","1.99931","5.01758","0.00893","7.02583","3","N",1,"-0.378302","-0.656734","-0.51702","1.99946","5.50284","0.01473","7.51702","209.3509","68.9346","-0.203733","-0.02583","1.99931","5.01758","0.00893","7.02583","7","C",1,0,"-0.460167","-0.001367","-0.70232","1.99946","4.69598","0.00688","6.70232","186.5760","5.8770","-0.343867","-0.69270","1.99940","4.68119","0.01211","6.69270","17","H",1,0,0,"0.155404","-0.011591","0.23409","0.00000","0.76419","0.00173","0.76591","31.1200","8.3528","0.137290","0.22453","0.00000","0.76923","0.00624","0.77547","10","H",1,0,"0.155403","-0.011592","0.23409","0.00000","0.76419","0.00173","0.76591","31.1201","8.3529","0.137303","0.22454","0.00000","0.76922","0.00624","0.77546",0.7301278404838178,0.7301278404838178,0.48324900452082276,0.3721744857938385,0.372204425017215
"base_4_conf16123","CCN(CC)CC","C6H15N",22,0,1,"met",0.5517,101.1912,1172.258,1018.3027,-0.19847,0.08284,0.057815000000000005,0.140655,0.140655,-292.415024223,0.207004,0.216454,0.217399,0.172764,-292.20802,-292.19857,-292.197626,-292.24226,1.5077,1294.733,1028.2633,"186.90","0.0158","0.000","170.29","0.0146","0.000","162.69","0.0026","0.000","156.96","0.0230","0.000","146.46","0.0098","0.000","145.15","0.0302","0.000","144.03","0.0276","0.000","138.87","0.0007","0.000","136.82","0.0456","0.000","132.09","0.0250","0.000","N1","-0.370048","-0.664251","-0.52132","1.99945","5.50667","0.01519","7.52132","209.4958","51.2981","-0.194341","-0.03195","1.99932","5.02341","0.00923","7.03195","3","N",1,"-0.370048","-0.664251","-0.52132","1.99945","5.50667","0.01519","7.52132","209.4958","51.2981","-0.194341","-0.03195","1.99932","5.02341","0.00923","7.03195","7","C",1,0,"-0.457310","-0.005609","-0.70126","1.99946","4.69501","0.00679","6.70126","183.5651","9.3530","-0.352598","-0.68868","1.99940","4.67775","0.01153","6.68868","10","H",1,0,0,"0.155066","-0.012346","0.23406","0.00000","0.76422","0.00172","0.76594","31.2102","8.4080","0.130551","0.22035","0.00000","0.77207","0.00758","0.77965","15","H",1,0,"0.152852","-0.016735","0.23277","0.00000","0.76561","0.00163","0.76723","31.1521","8.1397","0.150606","0.23019","0.00000","0.76501","0.00479","0.76981",0.7337804257357564,0.7337804257357564,0.47429717673123556,0.3698392263704679,0.35705517798868297
"base_4_conf18123","CCN(CC)CC","C6H15N",22,0,1,"met",0.5203,101.1912,1230.768,1007.1374,-0.19876,0.07757,0.060594999999999996,0.13816499999999998,0.13816499999999998,-292.41475107,0.207219,0.21657,0.217514,0.173228,-292.207532,-292.198181,-292.197237,-292.241523,1.1575,1196.58,1017.3631,"190.78","0.0079","0.000","165.91","0.0232","0.000","162.61","0.0131","0.000","157.48","0.0218","0.000","146.87","0.0199","0.000","146.09","0.0166","0.000","140.58","0.0000","0.000","137.61","0.0158","0.000","134.26","0.0005","0.000","132.88","0.0056","0.000","N1","-0.378299","-0.656752","-0.51703","1.99946","5.50285","0.01473","7.51703","209.3509","68.9258","-0.203723","-0.02583","1.99931","5.01758","0.00893","7.02583","3","N",1,"-0.378299","-0.656752","-0.51703","1.99946","5.50285","0.01473","7.51703","209.3509","68.9258","-0.203723","-0.02583","1.99931","5.01758","0.00893","7.02583","1","C",1,0,"-0.460167","-0.001370","-0.70231","1.99946","4.69598","0.00688","6.70231","186.5771","5.8808","-0.343878","-0.69270","1.99940","4.68119","0.01211","6.69270","22","H",1,0,0,"0.155402","-0.011592","0.23409","0.00000","0.76418","0.00173","0.76591","31.1202","8.3524","0.137309","0.22455","0.00000","0.76922","0.00623","0.77545","15","H",1,0,"0.155402","-0.011594","0.23409","0.00000","0.76419","0.00173","0.76591","31.1201","8.3527","0.137289","0.22453","0.00000","0.76923","0.00624","0.77547",0.7300979012604413,0.7300979012604413,0.4832190652974461,0.3722343642405916,0.3722343642405916
"base_4_conf19123","CCN(CC)CC","C6H15N",22,0,1,"met",0.5518,101.1912,1032.362,1018.3194,-0.19847,0.08284,0.057815000000000005,0.140655,0.140655,-292.415024204,0.207004,0.216454,0.217398,0.172762,-292.20802,-292.19857,-292.197626,-292.242262,1.5061,1347.32,1028.2792,"186.90","0.0158","0.000","170.29","0.0146","0.000","162.69","0.0026","0.000","156.96","0.0230","0.000","146.46","0.0098","0.000","145.16","0.0302","0.000","144.03","0.0276","0.000","138.87","0.0007","0.000","136.82","0.0457","0.000","132.09","0.0252","0.000","N1","-0.370042","-0.664256","-0.52133","1.99945","5.50668","0.01520","7.52133","209.4960","51.2915","-0.194319","-0.03195","1.99932","5.02341","0.00923","7.03195","3","N",1,"-0.370042","-0.664256","-0.52133","1.99945","5.50668","0.01520","7.52133","209.4960","51.2915","-0.194319","-0.03195","1.99932","5.02341","0.00923","7.03195","1","C",1,0,"-0.457309","-0.005609","-0.70126","1.99946","4.69501","0.00679","6.70126","183.5650","9.3576","-0.352634","-0.68868","1.99940","4.67775","0.01153","6.68868","22","H",1,0,0,"0.155063","-0.012350","0.23406","0.00000","0.76422","0.00172","0.76594","31.2103","8.4075","0.130567","0.22036","0.00000","0.77207","0.00758","0.77964","17","H",1,0,"0.152851","-0.016737","0.23276","0.00000","0.76561","0.00163","0.76724","31.1520","8.1394","0.150589","0.23018","0.00000","0.76502","0.00480","0.76982",0.7337205472890033,0.7337205472890033,0.47429717673123556,0.3698092871470914,0.35705517798868297
"base_4_conf20123","CCN(CC)CC","C6H15N",22,0,1,"met",0.552,101.1912,1504.655,1018.2706,-0.19849,0.08284,0.057825,0.14066499999999998,0.14066499999999998,-292.41502422,0.207005,0.216455,0.217399,0.172765,-292.208019,-292.198569,-292.197625,-292.24226,1.5075,1329.695,1028.2315,"186.88","0.0158","0.000","170.28","0.0146","0.000","162.68","0.0026","0.000","156.96","0.0230","0.000","146.45","0.0098","0.000","145.15","0.0300","0.000","144.02","0.0277","0.000","138.86","0.0007","0.000","136.81","0.0456","0.000","132.08","0.0251","0.000","N1","-0.370047","-0.664186","-0.52130","1.99945","5.50666","0.01520","7.52130","209.4850","51.2896","-0.194339","-0.03194","1.99932","5.02339","0.00923","7.03194","3","N",1,"-0.370047","-0.664186","-0.52130","1.99945","5.50666","0.01520","7.52130","209.4850","51.2896","-0.194339","-0.03194","1.99932","5.02339","0.00923","7.03194","5","C",1,0,"-0.457320","-0.005614","-0.70126","1.99946","4.69501","0.00679","6.70126","183.5693","9.3496","-0.352587","-0.68868","1.99940","4.67775","0.01153","6.68868","20","H",1,0,0,"0.155069","-0.012341","0.23407","0.00000","0.76422","0.00172","0.76593","31.2102","8.4081","0.130561","0.22036","0.00000","0.77207","0.00757","0.77964","10","H",1,0,"0.152860","-0.016721","0.23277","0.00000","0.76560","0.00163","0.76723","31.1520","8.1397","0.150609","0.23020","0.00000","0.76501","0.00479","0.76980",0.7337504865123798,0.7337504865123798,0.4743271159546121,0.3698691655938445,0.3570851172120595
"base_4_conf2123","CCN(CC)CC","C6H15N",22,0,1,"met",0.4304,101.1912,1282.292,976.9824,-0.19108,0.0783,0.05639,0.13469,0.13469,-292.412693545,0.206959,0.21641,0.217354,0.172935,-292.205735,-292.196284,-292.19534,-292.239758,1.4639,1299.389,985.9937,"196.16","0.0122","0.000","172.05","0.0057","0.000","166.95","0.0051","0.000","165.32","0.0182","0.000","153.55","0.0206","0.000","150.23","0.0055","0.000","146.25","0.0121","0.000","143.46","0.0103","0.000","139.33","0.0685","0.000","137.48","0.0317","0.000","N1","-0.365101","-0.689303","-0.52187","1.99944","5.50830","0.01413","7.52187","217.8244","45.7556","-0.201727","-0.03815","1.99937","5.02939","0.00939","7.03815","3","N",1,"-0.365101","-0.689303","-0.52187","1.99944","5.50830","0.01413","7.52187","217.8244","45.7556","-0.201727","-0.03815","1.99937","5.02939","0.00939","7.03815","5","C",1,0,"-0.451473","-0.004943","-0.69471","1.99945","4.68858","0.00668","6.69471","174.7642","17.5885","-0.405045","-0.68505","1.99940","4.67557","0.01009","6.68505","10","H",1,0,0,"0.153340","-0.016402","0.23278","0.00000","0.76555","0.00167","0.76722","31.2199","8.5542","0.120762","0.21392","0.00000","0.77530","0.01078","0.78608","15","H",1,0,"0.146934","-0.016639","0.22543","0.00000","0.77377","0.00080","0.77457","30.7734","5.6980","0.129893","0.21266","0.00000","0.77163","0.01571","0.78734",0.7282117301877189,0.7282117301877189,0.4746265081883776,0.37010867938085684,0.42525672884045385
"base_4_conf3123","CCN(CC)CC","C6H15N",22,0,1,"met",0.5203,101.1912,1367.483,1007.1298,-0.19876,0.07757,0.060594999999999996,0.13816499999999998,0.13816499999999998,-292.414751071,0.207219,0.21657,0.217514,0.173229,-292.207532,-292.198181,-292.197237,-292.241522,1.1577,1452.95,1017.3556,"190.78","0.0079","0.000","165.91","0.0232","0.000","162.61","0.0131","0.000","157.48","0.0218","0.000","146.87","0.0199","0.000","146.09","0.0166","0.000","140.58","0.0000","0.000","137.62","0.0158","0.000","134.26","0.0005","0.000","132.88","0.0056","0.000","N1","-0.378300","-0.656749","-0.51703","1.99946","5.50284","0.01473","7.51703","209.3519","68.9303","-0.203729","-0.02583","1.99931","5.01758","0.00893","7.02583","3","N",1,"-0.378300","-0.656749","-0.51703","1.99946","5.50284","0.01473","7.51703","209.3519","68.9303","-0.203729","-0.02583","1.99931","5.01758","0.00893","7.02583","5","C",1,0,"-0.460166","-0.001368","-0.70232","1.99946","4.69598","0.00688","6.70232","186.5762","5.8790","-0.343873","-0.69270","1.99940","4.68119","0.01211","6.69270","20","H",1,0,0,"0.155403","-0.011593","0.23409","0.00000","0.76419","0.00173","0.76591","31.1201","8.3527","0.137296","0.22454","0.00000","0.76923","0.00624","0.77546","9","H",1,0,"0.155403","-0.011593","0.23409","0.00000","0.76419","0.00173","0.76591","31.1201","8.3527","0.137299","0.22454","0.00000","0.76922","0.00624","0.77546",0.7300979012604413,0.7300979012604413,0.4831891260740696,0.3722343642405916,0.3722343642405916
"base_4_conf4123","CCN(CC)CC","C6H15N",22,0,1,"met",0.5769,101.1912,1115.459,1014.7795,-0.20079,0.08785,0.05647,0.14432,0.14432,-292.414384874,0.206943,0.216312,0.217257,0.172926,-292.207442,-292.198072,-292.197128,-292.241459,1.0835,1289.75,1024.0369,"180.41","0.0102","0.000","166.67","0.0294","0.000","163.28","0.0778","0.000","154.25","0.0779","0.000","153.51","0.0130","0.000","144.41","0.0613","0.000","137.84","0.0343","0.000","136.76","0.0206","0.000","136.63","0.0015","0.000","133.39","0.0237","0.000","N1","-0.369576","-0.680772","-0.52796","1.99943","5.51229","0.01624","7.52796","201.8120","15.5361","-0.181512","-0.04827","1.99930","5.03853","0.01043","7.04827","3","N",1,"-0.369576","-0.680772","-0.52796","1.99943","5.51229","0.01624","7.52796","201.8120","15.5361","-0.181512","-0.04827","1.99930","5.03853","0.01043","7.04827","5","C",1,0,"-0.445197","0.051764","-0.68195","1.99945","4.67462","0.00787","6.68195","172.5679","22.9801","-0.414976","-0.69791","1.99944","4.68733","0.01114","6.69791","22","H",1,0,0,"0.153027","-0.013106","0.23261","0.00000","0.76562","0.00177","0.76739","30.9163","7.2281","0.131848","0.21832","0.00000","0.77197","0.00971","0.78168","15","H",1,0,"0.153028","-0.013103","0.23260","0.00000","0.76562","0.00177","0.76740","30.9162","7.2279","0.131889","0.21835","0.00000","0.77195","0.00970","0.78165",0.7400377234214544,0.7400377234214544,0.4578006646507589,0.3842399928145864,0.3842399928145864
"base_4_conf5123","CCN(CC)CC","C6H15N",22,0,1,"met",0.5772,101.1912,1289.695,1014.83,-0.2008,0.08785,0.056475000000000004,0.144325,0.144325,-292.414384887,0.206942,0.216312,0.217257,0.172922,-292.207443,-292.198072,-292.197128,-292.241463,1.0833,1272.266,1024.0882,"180.40","0.0102","0.000","166.66","0.0294","0.000","163.28","0.0778","0.000","154.24","0.0779","0.000","153.50","0.0130","0.000","144.41","0.0613","0.000","137.84","0.0343","0.000","136.75","0.0206","0.000","136.62","0.0015","0.000","133.38","0.0237","0.000","N1","-0.369581","-0.680758","-0.52794","1.99943","5.51228","0.01624","7.52794","201.8058","15.5474","-0.181510","-0.04827","1.99930","5.03853","0.01043","7.04827","3","N",1,"-0.369581","-0.680758","-0.52794","1.99943","5.51228","0.01624","7.52794","201.8058","15.5474","-0.181510","-0.04827","1.99930","5.03853","0.01043","7.04827","1","C",1,0,"-0.445191","0.051773","-0.68194","1.99945","4.67462","0.00787","6.68194","172.5700","22.9861","-0.414950","-0.69791","1.99944","4.68732","0.01114","6.69791","20","H",1,0,0,"0.153032","-0.013100","0.23261","0.00000","0.76562","0.00177","0.76739","30.9163","7.2283","0.131885","0.21835","0.00000","0.77195","0.00969","0.78165","9","H",1,0,"0.153032","-0.013100","0.23261","0.00000","0.76562","0.00177","0.76739","30.9163","7.2282","0.131887","0.21835","0.00000","0.77195","0.00969","0.78165",0.7399479057513249,0.7399479057513249,0.45768090775725273,0.3841801143678333,0.3841801143678333
