"base_file_name","base_SMILES","base_stoichiometry","base_number_of_atoms","base_charge","base_multiplicity","base_convergence_criteria","base_dipole","base_molar_mass","base_molar_volume","base_electronic_spatial_extent","base_homo_energy","base_lumo_energy","base_electronegativity","base_hardness","base_electrophilicity","base_E_scf","base_zero_point_correction","base_E_thermal_correction","base_H_thermal_correction","base_G_thermal_correction","base_E_zpe","base_E","base_H","base_G","base_ES_root_dipole","base_ES_root_molar_volume","base_ES_root_electronic_spatial_extent","base_ES1_transition","base_ES1_osc_strength","base_ES1_<S**2>","base_ES2_transition","base_ES2_osc_strength","base_ES2_<S**2>","base_ES3_transition","base_ES3_osc_strength","base_ES3_<S**2>","base_ES4_transition","base_ES4_osc_strength","base_ES4_<S**2>","base_ES5_transition","base_ES5_osc_strength","base_ES5_<S**2>","base_ES6_transition","base_ES6_osc_strength","base_ES6_<S**2>","base_ES7_transition","base_ES7_osc_strength","base_ES7_<S**2>","base_ES8_transition","base_ES8_osc_strength","base_ES8_<S**2>","base_ES9_transition","base_ES9_osc_strength","base_ES9_<S**2>","base_ES10_transition","base_ES10_osc_strength","base_ES10_<S**2>","base_atom1_atom","base_atom1_Mulliken_charge","base_atom1_APT_charge","base_atom1_NPA_charge","base_atom1_NPA_core","base_atom1_NPA_valence","base_atom1_NPA_Rydberg","base_atom1_NPA_total","base_atom1_NMR_shift","base_atom1_NMR_anisotropy","base_atom1_ES_root_Mulliken_charge","base_atom1_ES_root_NPA_charge","base_atom1_ES_root_NPA_core","base_atom1_ES_root_NPA_valence","base_atom1_ES_root_NPA_Rydberg","base_atom1_ES_root_NPA_total","base_c_min_atom_number","base_c_min_atom","base_c_min_atom=N","base_c_min_Mulliken_charge","base_c_min_APT_charge","base_c_min_NPA_charge","base_c_min_NPA_core","base_c_min_NPA_valence","base_c_min_NPA_Rydberg","base_c_min_NPA_total","base_c_min_NMR_shift","base_c_min_NMR_anisotropy","base_c_min_ES_root_Mulliken_charge","base_c_min_ES_root_NPA_charge","base_c_min_ES_root_NPA_core","base_c_min_ES_root_NPA_valence","base_c_min_ES_root_NPA_Rydberg","base_c_min_ES_root_NPA_total","base_c_min+1_atom_number","base_c_min+1_atom","base_c_min+1_atom=C","base_c_min+1_atom=N","base_c_min+1_Mulliken_charge","base_c_min+1_APT_charge","base_c_min+1_NPA_charge","base_c_min+1_NPA_core","base_c_min+1_NPA_valence","base_c_min+1_NPA_Rydberg","base_c_min+1_NPA_total","base_c_min+1_NMR_shift","base_c_min+1_NMR_anisotropy","base_c_min+1_ES_root_Mulliken_charge","base_c_min+1_ES_root_NPA_charge","base_c_min+1_ES_root_NPA_core","base_c_min+1_ES_root_NPA_valence","base_c_min+1_ES_root_NPA_Rydberg","base_c_min+1_ES_root_NPA_total","base_c_max_atom_number","base_c_max_atom","base_c_max_atom=H","base_c_max_atom=C","base_c_max_atom=P","base_c_max_Mulliken_charge","base_c_max_APT_charge","base_c_max_NPA_charge","base_c_max_NPA_core","base_c_max_NPA_valence","base_c_max_NPA_Rydberg","base_c_max_NPA_total","base_c_max_NMR_shift","base_c_max_NMR_anisotropy","base_c_max_ES_root_Mulliken_charge","base_c_max_ES_root_NPA_charge","base_c_max_ES_root_NPA_core","base_c_max_ES_root_NPA_valence","base_c_max_ES_root_NPA_Rydberg","base_c_max_ES_root_NPA_total","base_c_max-1_atom_number","base_c_max-1_atom","base_c_max-1_atom=H","base_c_max-1_atom=C","base_c_max-1_Mulliken_charge","base_c_max-1_APT_charge","base_c_max-1_NPA_charge","base_c_max-1_NPA_core","base_c_max-1_NPA_valence","base_c_max-1_NPA_Rydberg","base_c_max-1_NPA_total","base_c_max-1_NMR_shift","base_c_max-1_NMR_anisotropy","base_c_max-1_ES_root_Mulliken_charge","base_c_max-1_ES_root_NPA_charge","base_c_max-1_ES_root_NPA_core","base_c_max-1_ES_root_NPA_valence","base_c_max-1_ES_root_NPA_Rydberg","base_c_max-1_ES_root_NPA_total","base_atom1_%VBur","base_c_min_%VBur","base_c_min+1_%VBur","base_c_max_%VBur","base_c_max-1_%VBur"
"base_9_conf1123","CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3","C16H33N4P",54,0,1,"met",2.9775,312.4373,3247.562,6414.4142,-0.18163,0.05814,0.06174500000000001,0.119885,0.119885,-1189.93074171,0.490949,0.514633,0.515577,0.436389,-1189.439793,-1189.416109,-1189.415165,-1189.494353,3.0043,3452.363,6426.2934,"216.97","0.0213","0.000","206.00","0.0108","0.000","201.94","0.0102","0.000","192.90","0.0042","0.000","191.26","0.0060","0.000","189.51","0.0042","0.000","185.39","0.0169","0.000","183.18","0.0096","0.000","180.05","0.0106","0.000","179.44","0.0072","0.000","N1","-0.583955","-1.187537","-1.16435","1.99935","6.15256","0.01244","8.16435","185.4027","44.8113","-0.441379","-0.81107","1.99938","5.79816","0.01353","7.81107","2","N",1,"-0.583955","-1.187537","-1.16435","1.99935","6.15256","0.01244","8.16435","185.4027","44.8113","-0.441379","-0.81107","1.99938","5.79816","0.01353","7.81107","17","N",0,1,"-0.580212","-0.989907","-0.87476","1.99946","5.86105","0.01425","7.87476","190.5175","115.0797","-0.537592","-0.78525","1.99946","5.77280","0.01300","7.78525","1","P",0,0,1,"1.155546","2.386266","2.37934","9.99735","2.50963","0.11368","12.62066","388.8596","152.4539","1.171083","2.32360","9.99765","2.53640","0.14235","12.67640","3","C",0,1,"0.232667","0.587428","0.14731","1.99911","3.83459","0.01900","5.85269","139.0749","33.0863","0.209548","0.11539","1.99912","3.86696","0.01853","5.88461",0.7863537019849706,0.7863537019849706,0.8302146642316097,0.8557228825484267,0.7745576479746116
"base_9_conf12123","CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3","C16H33N4P",54,0,1,"met",2.7788,312.4373,2913.132,6493.882,-0.18835,0.06248,0.06293499999999999,0.125415,0.125415,-1189.92751073,0.490802,0.514681,0.515625,0.435692,-1189.436709,-1189.41283,-1189.411886,-1189.491819,2.9188,3130.067,6505.7172,"205.55","0.0121","0.000","199.15","0.0146","0.000","189.73","0.0082","0.000","187.33","0.0030","0.000","184.84","0.0181","0.000","184.28","0.0069","0.000","183.61","0.0415","0.000","180.16","0.0029","0.000","178.67","0.0139","0.000","176.50","0.0127","0.000","N1","-0.561390","-1.191501","-1.17024","1.99931","6.15776","0.01316","8.17024","186.8711","27.2782","-0.421520","-0.81328","1.99934","5.79969","0.01425","7.81328","2","N",1,"-0.561390","-1.191501","-1.17024","1.99931","6.15776","0.01316","8.17024","186.8711","27.2782","-0.421520","-0.81328","1.99934","5.79969","0.01425","7.81328","17","N",0,1,"-0.563260","-1.007354","-0.88317","1.99942","5.86952","0.01423","7.88317","193.2439","132.9090","-0.515397","-0.77008","1.99941","5.75798","0.01269","7.77008","1","P",0,0,1,"1.097671","2.430822","2.40026","9.99725","2.48866","0.11383","12.59974","401.0835","154.7793","1.123431","2.34561","9.99754","2.51930","0.13755","12.65439","3","C",0,1,"0.237149","0.590616","0.14656","1.99910","3.83581","0.01853","5.85344","138.7806","32.7633","0.209458","0.11392","1.99911","3.86904","0.01793","5.88608",0.7825214813927727,0.7825214813927727,0.8166521960420347,0.8416813867848267,0.7847070446992604
"base_9_conf13123","CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3","C16H33N4P",54,0,1,"met",2.7796,312.4373,3067.505,6493.9394,-0.18836,0.06248,0.06294,0.12542,0.12542,-1189.92751038,0.490802,0.514681,0.515625,0.435692,-1189.436708,-1189.412829,-1189.411885,-1189.491819,2.9178,3005.535,6505.7767,"205.54","0.0121","0.000","199.14","0.0146","0.000","189.73","0.0082","0.000","187.32","0.0030","0.000","184.84","0.0181","0.000","184.28","0.0069","0.000","183.61","0.0415","0.000","180.16","0.0029","0.000","178.67","0.0140","0.000","176.50","0.0127","0.000","N1","-0.561399","-1.191505","-1.17024","1.99931","6.15776","0.01316","8.17024","186.8778","27.2720","-0.421559","-0.81332","1.99934","5.79973","0.01425","7.81332","2","N",1,"-0.561399","-1.191505","-1.17024","1.99931","6.15776","0.01316","8.17024","186.8778","27.2720","-0.421559","-0.81332","1.99934","5.79973","0.01425","7.81332","17","N",0,1,"-0.563297","-1.007322","-0.88315","1.99942","5.86950","0.01423","7.88315","193.2395","132.9097","-0.515450","-0.77007","1.99941","5.75797","0.01269","7.77007","1","P",0,0,1,"1.097759","2.430830","2.40026","9.99725","2.48866","0.11383","12.59974","401.0974","154.7861","1.123592","2.34567","9.99754","2.51926","0.13753","12.65433","3","C",0,1,"0.237145","0.590639","0.14656","1.99910","3.83581","0.01853","5.85344","138.7815","32.7633","0.209428","0.11392","1.99911","3.86903","0.01793","5.88608",0.7826412382862787,0.7826412382862787,0.8168018921589173,0.8412921768809316,0.7846172270291308
"base_9_conf14123","CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3","C16H33N4P",54,0,1,"met",2.778,312.4373,2760.344,6493.9645,-0.18836,0.0625,0.06293,0.12542999999999999,0.12542999999999999,-1189.92751003,0.4908,0.51468,0.515624,0.435688,-1189.43671,-1189.41283,-1189.411886,-1189.491822,2.9195,2729.329,6505.8076,"205.52","0.0121","0.000","199.12","0.0147","0.000","189.70","0.0082","0.000","187.31","0.0030","0.000","184.82","0.0182","0.000","184.26","0.0068","0.000","183.59","0.0416","0.000","180.15","0.0029","0.000","178.65","0.0139","0.000","176.49","0.0127","0.000","N1","-0.561457","-1.191467","-1.17025","1.99931","6.15777","0.01316","8.17025","186.9072","27.2962","-0.421552","-0.81322","1.99934","5.79963","0.01425","7.81322","2","N",1,"-0.561457","-1.191467","-1.17025","1.99931","6.15777","0.01316","8.17025","186.9072","27.2962","-0.421552","-0.81322","1.99934","5.79963","0.01425","7.81322","17","N",0,1,"-0.563306","-1.007349","-0.88317","1.99942","5.86952","0.01423","7.88317","193.2517","132.8828","-0.515623","-0.77043","1.99941","5.75833","0.01269","7.77043","1","P",0,0,1,"1.097765","2.430892","2.40027","9.99725","2.48865","0.11383","12.59973","401.0719","154.7635","1.123563","2.34567","9.99754","2.51923","0.13755","12.65433","3","C",0,1,"0.237146","0.590592","0.14655","1.99910","3.83581","0.01853","5.85345","138.7784","32.7653","0.209433","0.11390","1.99911","3.86905","0.01793","5.88610",0.7830903266369269,0.7830903266369269,0.8166521960420347,0.841262237657555,0.7854854645070507
"base_9_conf15123","CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3","C16H33N4P",54,0,1,"met",2.7776,312.4373,3187.29,6465.7823,-0.18267,0.06112,0.060774999999999996,0.121895,0.121895,-1189.92870417,0.490863,0.514651,0.515595,0.436159,-1189.437841,-1189.414054,-1189.413109,-1189.492545,4.6897,3038.352,6477.0082,"213.03","0.0250","0.000","203.14","0.0137","0.000","202.04","0.0029","0.000","195.46","0.0015","0.000","190.52","0.0103","0.000","187.56","0.0089","0.000","186.62","0.0116","0.000","185.05","0.0211","0.000","180.82","0.0091","0.000","179.45","0.0166","0.000","N1","-0.578260","-1.227500","-1.17024","1.99932","6.15889","0.01203","8.17024","186.2348","37.0022","-0.419773","-0.77839","1.99937","5.76519","0.01383","7.77839","2","N",1,"-0.578260","-1.227500","-1.17024","1.99932","6.15889","0.01203","8.17024","186.2348","37.0022","-0.419773","-0.77839","1.99937","5.76519","0.01383","7.77839","12","N",0,1,"-0.577561","-0.989048","-0.87553","1.99945","5.86214","0.01393","7.87553","190.5073","123.2075","-0.545535","-0.81569","1.99945","5.80342","0.01281","7.81569","1","P",0,0,1,"1.125238","2.432171","2.38912","9.99729","2.49944","0.11414","12.61088","391.1233","144.7286","1.143395","2.32166","9.99762","2.53676","0.14396","12.67834","3","C",0,1,"0.235511","0.602916","0.14863","1.99911","3.83338","0.01889","5.85137","138.7128","33.5430","0.212593","0.11322","1.99912","3.86982","0.01783","5.88678",0.7869225472291248,0.7869225472291248,0.8316218077303075,0.8472500823328643,0.779407802161612
"base_9_conf17123","CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3","C16H33N4P",54,0,1,"met",3.0581,312.4373,3039.516,6354.9729,-0.18313,0.05751,0.06280999999999999,0.12032,0.12032,-1189.92908137,0.491125,0.514855,0.515799,0.436882,-1189.437956,-1189.414227,-1189.413282,-1189.4922,1.686,2890.52,6367.3381,"215.43","0.0355","0.000","202.81","0.0118","0.000","201.05","0.0105","0.000","192.83","0.0071","0.000","189.76","0.0189","0.000","189.06","0.0044","0.000","186.46","0.0112","0.000","180.71","0.0105","0.000","179.37","0.0266","0.000","179.02","0.0137","0.000","N1","-0.590182","-1.180117","-1.16315","1.99936","6.15142","0.01237","8.16315","184.0595","43.1756","-0.439482","-0.83816","1.99938","5.82529","0.01349","7.83816","2","N",1,"-0.590182","-1.180117","-1.16315","1.99936","6.15142","0.01237","8.16315","184.0595","43.1756","-0.439482","-0.83816","1.99938","5.82529","0.01349","7.83816","12","N",0,1,"-0.582507","-0.979129","-0.87647","1.99945","5.86279","0.01423","7.87647","191.0117","116.6187","-0.543288","-0.79204","1.99945","5.77951","0.01308","7.79204","1","P",0,0,1,"1.152471","2.363829","2.37227","9.99738","2.51628","0.11408","12.62773","383.1744","158.2234","1.149924","2.32087","9.99764","2.53771","0.14377","12.67913","3","C",0,1,"0.231199","0.592447","0.14632","1.99911","3.83573","0.01884","5.85368","138.5242","33.3049","0.199537","0.11588","1.99912","3.86709","0.01791","5.88412",0.788030298494057,0.788030298494057,0.8365617795874375,0.8613215173198406,0.7812340947875811
"base_9_conf18123","CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3","C16H33N4P",54,0,1,"met",2.9776,312.4373,2545.813,6414.4647,-0.18163,0.05815,0.06174,0.11989000000000001,0.11989000000000001,-1189.93074157,0.490947,0.514632,0.515576,0.436377,-1189.439794,-1189.41611,-1189.415165,-1189.494364,2.9969,3072.533,6426.3459,"216.96","0.0213","0.000","205.98","0.0107","0.000","201.93","0.0102","0.000","192.89","0.0042","0.000","191.27","0.0061","0.000","189.49","0.0042","0.000","185.39","0.0168","0.000","183.18","0.0096","0.000","180.04","0.0107","0.000","179.44","0.0071","0.000","N1","-0.583950","-1.187525","-1.16435","1.99935","6.15256","0.01244","8.16435","185.4112","44.8430","-0.441375","-0.81113","1.99938","5.79822","0.01353","7.81113","2","N",1,"-0.583950","-1.187525","-1.16435","1.99935","6.15256","0.01244","8.16435","185.4112","44.8430","-0.441375","-0.81113","1.99938","5.79822","0.01353","7.81113","17","N",0,1,"-0.580227","-0.989889","-0.87477","1.99946","5.86105","0.01425","7.87477","190.5152","115.0863","-0.537614","-0.78526","1.99946","5.77280","0.01300","7.78526","1","P",0,0,1,"1.155541","2.386305","2.37934","9.99735","2.50962","0.11368","12.62066","388.8667","152.4564","1.171089","2.32364","9.99765","2.53635","0.14236","12.67636","3","C",0,1,"0.232678","0.587428","0.14731","1.99911","3.83458","0.01900","5.85269","139.0762","33.0870","0.209540","0.11539","1.99912","3.86695","0.01853","5.88461",0.7865333373252297,0.7865333373252297,0.8301847250082333,0.8557528217718032,0.7746474656447412
"base_9_conf19123","CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3","C16H33N4P",54,0,1,"met",2.9775,312.4373,2925.92,6414.4269,-0.18163,0.05814,0.06174500000000001,0.119885,0.119885,-1189.93074167,0.490948,0.514632,0.515577,0.436386,-1189.439793,-1189.416109,-1189.415165,-1189.494356,3.0019,3247.771,6426.3069,"216.97","0.0213","0.000","205.99","0.0108","0.000","201.94","0.0102","0.000","192.89","0.0042","0.000","191.26","0.0061","0.000","189.50","0.0042","0.000","185.39","0.0169","0.000","183.18","0.0096","0.000","180.04","0.0107","0.000","179.44","0.0071","0.000","N1","-0.583948","-1.187531","-1.16435","1.99935","6.15256","0.01244","8.16435","185.4051","44.8208","-0.441372","-0.81109","1.99938","5.79818","0.01353","7.81109","2","N",1,"-0.583948","-1.187531","-1.16435","1.99935","6.15256","0.01244","8.16435","185.4051","44.8208","-0.441372","-0.81109","1.99938","5.79818","0.01353","7.81109","17","N",0,1,"-0.580215","-0.989896","-0.87476","1.99946","5.86105","0.01425","7.87476","190.5147","115.0818","-0.537593","-0.78524","1.99946","5.77278","0.01300","7.78524","1","P",0,0,1,"1.155545","2.386274","2.37934","9.99735","2.50962","0.11368","12.62066","388.8628","152.4573","1.171085","2.32361","9.99765","2.53639","0.14235","12.67639","3","C",0,1,"0.232669","0.587425","0.14731","1.99911","3.83459","0.01900","5.85269","139.0758","33.0863","0.209546","0.11539","1.99912","3.86696","0.01853","5.88461",0.7864734588784766,0.7864734588784766,0.8302146642316097,0.8557228825484267,0.7743780126343522
"base_9_conf20123","CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3","C16H33N4P",54,0,1,"met",3.0909,312.4373,3231.942,6430.4963,-0.18283,0.05961,0.06161,0.12122,0.12122,-1189.93096322,0.490951,0.514637,0.515581,0.436909,-1189.440012,-1189.416326,-1189.415382,-1189.494054,2.6071,2994.735,6441.8691,"214.76","0.0190","0.000","205.34","0.0171","0.000","202.65","0.0047","0.000","193.80","0.0092","0.000","189.12","0.0116","0.000","188.82","0.0011","0.000","184.99","0.0138","0.000","183.33","0.0144","0.000","180.50","0.0055","0.000","179.54","0.0069","0.000","N1","-0.576981","-1.196455","-1.16264","1.99935","6.15107","0.01222","8.16264","180.2559","30.1109","-0.432120","-0.80048","1.99939","5.78771","0.01339","7.80048","2","N",1,"-0.576981","-1.196455","-1.16264","1.99935","6.15107","0.01222","8.16264","180.2559","30.1109","-0.432120","-0.80048","1.99939","5.78771","0.01339","7.80048","17","N",0,1,"-0.580128","-0.989747","-0.87699","1.99945","5.86343","0.01411","7.87699","190.4812","120.6320","-0.536710","-0.79213","1.99945","5.77976","0.01293","7.79213","1","P",0,0,1,"1.146099","2.383391","2.38308","9.99736","2.50592","0.11363","12.61692","389.8220","160.0138","1.158224","2.31538","9.99766","2.54473","0.14223","12.68462","3","C",0,1,"0.230600","0.600693","0.14720","1.99911","3.83502","0.01868","5.85280","138.4529","33.2450","0.206637","0.11333","1.99912","3.86943","0.01813","5.88667",0.7813538516810874,0.7813538516810874,0.8384180114367833,0.8571000868237477,0.7758450345798029
"base_9_conf2123","CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3","C16H33N4P",54,0,1,"met",2.9775,312.4373,2984.433,6414.4233,-0.18163,0.05814,0.06174500000000001,0.119885,0.119885,-1189.93074167,0.490948,0.514632,0.515577,0.436386,-1189.439793,-1189.416109,-1189.415165,-1189.494356,3.0018,3452.58,6426.3032,"216.97","0.0213","0.000","205.99","0.0108","0.000","201.94","0.0102","0.000","192.89","0.0042","0.000","191.26","0.0061","0.000","189.50","0.0042","0.000","185.39","0.0169","0.000","183.18","0.0096","0.000","180.04","0.0107","0.000","179.44","0.0071","0.000","N1","-0.583948","-1.187528","-1.16435","1.99935","6.15256","0.01244","8.16435","185.4050","44.8215","-0.441373","-0.81109","1.99938","5.79818","0.01353","7.81109","2","N",1,"-0.583948","-1.187528","-1.16435","1.99935","6.15256","0.01244","8.16435","185.4050","44.8215","-0.441373","-0.81109","1.99938","5.79818","0.01353","7.81109","7","N",0,1,"-0.580215","-0.989895","-0.87476","1.99946","5.86105","0.01425","7.87476","190.5144","115.0814","-0.537593","-0.78524","1.99946","5.77278","0.01300","7.78524","1","P",0,0,1,"1.155546","2.386270","2.37934","9.99735","2.50962","0.11368","12.62066","388.8623","152.4574","1.171086","2.32361","9.99765","2.53639","0.14235","12.67639","3","C",0,1,"0.232671","0.587423","0.14731","1.99911","3.83459","0.01900","5.85269","139.0757","33.0862","0.209548","0.11539","1.99912","3.86696","0.01853","5.88461",0.7864734588784766,0.7864734588784766,0.8302146642316097,0.8557228825484267,0.7743780126343522
"base_9_conf22123","CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3","C16H33N4P",54,0,1,"met",2.7783,312.4373,2698.002,6493.96,-0.18836,0.0625,0.06293,0.12542999999999999,0.12542999999999999,-1189.9275098,0.4908,0.51468,0.515624,0.435686,-1189.43671,-1189.41283,-1189.411885,-1189.491824,2.9189,2946.094,6505.8026,"205.52","0.0121","0.000","199.12","0.0147","0.000","189.71","0.0082","0.000","187.31","0.0030","0.000","184.82","0.0182","0.000","184.27","0.0068","0.000","183.60","0.0416","0.000","180.15","0.0029","0.000","178.65","0.0139","0.000","176.49","0.0127","0.000","N1","-0.561461","-1.191458","-1.17025","1.99931","6.15777","0.01316","8.17025","186.9003","27.2953","-0.421558","-0.81322","1.99934","5.79963","0.01425","7.81322","2","N",1,"-0.561461","-1.191458","-1.17025","1.99931","6.15777","0.01316","8.17025","186.9003","27.2953","-0.421558","-0.81322","1.99934","5.79963","0.01425","7.81322","17","N",0,1,"-0.563309","-1.007348","-0.88317","1.99942","5.86952","0.01423","7.88317","193.2487","132.8898","-0.515592","-0.77036","1.99941","5.75826","0.01269","7.77036","1","P",0,0,1,"1.097785","2.430861","2.40027","9.99725","2.48866","0.11383","12.59973","401.0707","154.7689","1.123573","2.34566","9.99754","2.51925","0.13755","12.65434","3","C",0,1,"0.237144","0.590594","0.14655","1.99910","3.83581","0.01853","5.85345","138.7785","32.7649","0.209428","0.11390","1.99911","3.86905","0.01793","5.88610",0.7830903266369269,0.7830903266369269,0.8167420137121643,0.8413520553276848,0.7852459507200383
"base_9_conf23123","CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3","C16H33N4P",54,0,1,"met",3.0909,312.4373,3350.847,6430.5075,-0.18283,0.05961,0.06161,0.12122,0.12122,-1189.93096322,0.490952,0.514637,0.515581,0.436911,-1189.440012,-1189.416326,-1189.415382,-1189.494052,2.6061,3321.194,6441.8805,"214.76","0.0190","0.000","205.33","0.0171","0.000","202.65","0.0047","0.000","193.80","0.0092","0.000","189.11","0.0116","0.000","188.82","0.0011","0.000","184.99","0.0138","0.000","183.33","0.0144","0.000","180.50","0.0055","0.000","179.54","0.0069","0.000","N1","-0.576975","-1.196451","-1.16264","1.99935","6.15106","0.01222","8.16264","180.2516","30.1033","-0.432108","-0.80047","1.99939","5.78770","0.01339","7.80047","2","N",1,"-0.576975","-1.196451","-1.16264","1.99935","6.15106","0.01222","8.16264","180.2516","30.1033","-0.432108","-0.80047","1.99939","5.78770","0.01339","7.80047","17","N",0,1,"-0.580130","-0.989738","-0.87698","1.99945","5.86342","0.01411","7.87698","190.4789","120.6372","-0.536716","-0.79215","1.99945","5.77977","0.01293","7.79215","1","P",0,0,1,"1.146100","2.383372","2.38308","9.99736","2.50592","0.11363","12.61692","389.8210","160.0195","1.158214","2.31537","9.99766","2.54473","0.14223","12.68463","3","C",0,1,"0.230601","0.600699","0.14720","1.99911","3.83502","0.01868","5.85280","138.4527","33.2446","0.206636","0.11333","1.99912","3.86943","0.01813","5.88667",0.7813538516810874,0.7813538516810874,0.8383281937666537,0.8570102691536182,0.7759049130265561
"base_9_conf24123","CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3","C16H33N4P",54,0,1,"met",3.1182,312.4373,3133.776,6466.4836,-0.18252,0.05951,0.06150499999999999,0.121015,0.121015,-1189.92864564,0.490956,0.51478,0.515724,0.436095,-1189.437689,-1189.413866,-1189.412922,-1189.492551,0.6048,3226.858,6478.7818,"213.81","0.0349","0.000","202.56","0.0126","0.000","201.12","0.0094","0.000","192.35","0.0102","0.000","191.95","0.0130","0.000","189.27","0.0014","0.000","188.10","0.0104","0.000","183.07","0.0182","0.000","180.59","0.0064","0.000","179.50","0.0022","0.000","N1","-0.579057","-1.192909","-1.16107","1.99935","6.14916","0.01255","8.16107","174.7369","23.6793","-0.430461","-0.82076","1.99937","5.80779","0.01361","7.82076","2","N",1,"-0.579057","-1.192909","-1.16107","1.99935","6.14916","0.01255","8.16107","174.7369","23.6793","-0.430461","-0.82076","1.99937","5.80779","0.01361","7.82076","17","N",0,1,"-0.570766","-0.986469","-0.87818","1.99943","5.86455","0.01420","7.87818","190.3258","125.6132","-0.560510","-0.85930","1.99943","5.84718","0.01270","7.85930","1","P",0,0,1,"1.136688","2.397706","2.38175","9.99735","2.50703","0.11386","12.61825","391.1798","161.3377","1.152310","2.33357","9.99763","2.52748","0.14132","12.66643","3","C",0,1,"0.232657","0.591508","0.14659","1.99911","3.83562","0.01869","5.85341","138.8309","32.7214","0.200982","0.11495","1.99912","3.86834","0.01759","5.88505",0.7826711775096554,0.7826711775096554,0.8258435376186342,0.8503937007874015,0.7735097751564324
"base_9_conf25123","CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3","C16H33N4P",54,0,1,"met",2.7777,312.4373,3068.188,6465.8162,-0.18267,0.06112,0.060774999999999996,0.121895,0.121895,-1189.92870417,0.490862,0.51465,0.515595,0.436157,-1189.437842,-1189.414054,-1189.41311,-1189.492547,4.6895,2234.118,6477.0416,"213.03","0.0250","0.000","203.15","0.0137","0.000","202.04","0.0029","0.000","195.47","0.0015","0.000","190.52","0.0103","0.000","187.56","0.0089","0.000","186.62","0.0116","0.000","185.05","0.0211","0.000","180.82","0.0091","0.000","179.46","0.0166","0.000","N1","-0.578250","-1.227528","-1.17024","1.99932","6.15889","0.01203","8.17024","186.2352","36.9987","-0.419762","-0.77837","1.99937","5.76518","0.01383","7.77837","2","N",1,"-0.578250","-1.227528","-1.17024","1.99932","6.15889","0.01203","8.17024","186.2352","36.9987","-0.419762","-0.77837","1.99937","5.76518","0.01383","7.77837","12","N",0,1,"-0.577558","-0.989054","-0.87553","1.99945","5.86214","0.01393","7.87553","190.5068","123.2113","-0.545536","-0.81571","1.99945","5.80344","0.01281","7.81571","1","P",0,0,1,"1.125216","2.432210","2.38913","9.99729","2.49944","0.11414","12.61087","391.1310","144.7320","1.143380","2.32166","9.99762","2.53676","0.14396","12.67834","3","C",0,1,"0.235512","0.602936","0.14863","1.99911","3.83337","0.01889","5.85137","138.7125","33.5433","0.212594","0.11322","1.99912","3.86982","0.01783","5.88678",0.7869225472291248,0.7869225472291248,0.8315918685069308,0.8471602646627346,0.7794976198317415
"base_9_conf26123","CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3","C16H33N4P",54,0,1,"met",3.0912,312.4373,2964.991,6430.5093,-0.18282,0.05961,0.06160500000000001,0.121215,0.121215,-1189.93096321,0.49095,0.514636,0.51558,0.436906,-1189.440013,-1189.416327,-1189.415383,-1189.494057,2.6074,2401.642,6441.8823,"214.77","0.0190","0.000","205.34","0.0171","0.000","202.65","0.0047","0.000","193.80","0.0092","0.000","189.12","0.0116","0.000","188.82","0.0011","0.000","184.99","0.0138","0.000","183.33","0.0144","0.000","180.50","0.0055","0.000","179.54","0.0069","0.000","N1","-0.576986","-1.196439","-1.16263","1.99935","6.15106","0.01222","8.16263","180.2492","30.0951","-0.432124","-0.80046","1.99939","5.78768","0.01339","7.80046","2","N",1,"-0.576986","-1.196439","-1.16263","1.99935","6.15106","0.01222","8.16263","180.2492","30.0951","-0.432124","-0.80046","1.99939","5.78768","0.01339","7.80046","17","N",0,1,"-0.580130","-0.989744","-0.87699","1.99945","5.86343","0.01411","7.87699","190.4783","120.6401","-0.536717","-0.79216","1.99945","5.77978","0.01293","7.79216","1","P",0,0,1,"1.146117","2.383396","2.38308","9.99736","2.50592","0.11363","12.61692","389.8194","160.0275","1.158249","2.31539","9.99766","2.54473","0.14222","12.68461","3","C",0,1,"0.230597","0.600672","0.14720","1.99911","3.83502","0.01868","5.85280","138.4527","33.2445","0.206635","0.11332","1.99912","3.86943","0.01813","5.88668",0.7813538516810874,0.7813538516810874,0.8385377683302894,0.8570102691536182,0.7757552169096733
